rank,release_date,title,production_budget,worlwide_gross,domestic_gross
2457,9/20/2013,Battle of the Year,20000000,16723377,8888355
3665,9/20/2013,Feichang Xingyun,8000000,21970000,0
561,9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,274392649,119793567
2636,9/27/2013,Metallica Through the Never,18000000,9082906,3419967
3574,9/27/2013,Baggage Claim,8500000,22885836,21569509
3925,9/27/2013,Don Jon,5500000,41268579,24477704
62,10/05/13,The Great Gatsby,190000000,351040419,144840419
2894,10/05/13,Peeples,15000000,9307166,9177065
675,10/18/2013,Escape Plan,70000000,103735965,25135965
1787,10/18/2013,Carrie,30000000,82409520,35266619
1996,10/18/2013,The Fifth Estate,26000000,6154172,3254172
2334,10/18/2013,12 Years a Slave,20000000,181025343,56671993
3579,10/18/2013,All is Lost,8500000,10386814,6263670
3228,10/19/2013,Supesu Batorushippu Yamato,12000000,0,0
2098,10/25/2013,The Counselor,25000000,71009334,16973715
2797,10/25/2013,Jackass Presents: Bad Grandpa,15000000,160903019,102003019
5339,10/25/2013,A True Story,45000,0,0
5346,10/25/2013,Her Cry: La Llorona Investigation,35000,0,0
833,11/01/13,Gangster Squad,60000000,104100903,46000903
3262,11/01/13,Quartet,11000000,56178935,18388357
4469,11/01/13,A Haunted House,2500000,59922558,40041683
915,11/10/13,Captain Phillips,55000000,220648184,107136417
2464,11/10/13,Machete Kills,20000000,18273009,8008161
3945,11/10/13,La Vie d'Adèle – Chapitres 1 & 2,5250000,22937201,2450504
5004,11/10/13,All the Boys Love Mandy Lane,750000,1960521,0
5020,11/10/13,Escape from Tomorrow,650000,171962,171962
2672,11/15/2013,The Best Man Holiday,17000000,72835710,70525195
3168,11/15/2013,Nebraska,12000000,24761360,17654912
3198,11/15/2013,La grande bellezza,12000000,29549145,2883879
3761,11/15/2013,The Christmas Candle,7000000,1933829,1632000
134,11/22/2013,Frozen,150000000,1274234980,400738009
211,11/22/2013,The Hunger Games: Catching Fire,130000000,864868047,424668047
2247,11/22/2013,Delivery Man,22000000,70536870,30659817
3142,11/22/2013,Philomena,12000000,98963392,37709979
2255,11/27/2013,Homefront,22000000,51695362,20158492
2663,11/27/2013,Black Nativity,17500000,7285135,7018188
1611,11/29/2013,Mandela: Long Walk to Freedom,35000000,29890402,8323085
1292,12/04/13,42,40000000,97470701,95020213
2372,12/04/13,Scary Movie V,20000000,78613981,32015787
4329,12/04/13,Antiviral,3100000,123407,0
1664,12/06/13,This is the End,32000000,126539117,101470202
64,12/07/13,Pacific Rim,190000000,411002906,101802906
496,12/07/13,Grown Ups 2,80000000,247023808,133668525
4960,12/07/13,Fruitvale Station,900000,17549645,16098998
15,12/13/2013,The Hobbit: The Desolation of Smaug,250000000,960366855,258366855
1281,12/13/2013,American Hustle,40000000,257878294,150117807
1520,12/13/2013,Saving Mr. Banks,35000000,114962525,83299761
2039,12/13/2013,Tyler Perry's A Madea Christmas,25000000,52543354,52543354
1012,12/18/2013,Anchorman 2: The Legend Continues,50000000,172185754,127352707
539,12/20/2013,Walking with Dinosaurs,80000000,130580730,36076121
95,12/25/2013,47 Ronin,175000000,151716815,38362475
338,12/25/2013,The Wolf of Wall Street,100000000,391976723,116900694
394,12/25/2013,The Secret Life of Walter Mitty,91000000,188536838,58236838
1373,12/25/2013,Grudge Match,40000000,69807260,29807260
2059,12/25/2013,August: Osage County,25000000,50738810,37738810
1860,12/31/2013,Space Pirate Captain Harlock,30000000,143490,0
2276,12/31/2013,Metegol,22000000,30051905,0
2555,12/31/2013,Out of Inferno,19000000,0,0
2778,12/31/2013,Zulu,16000000,1844228,0
3500,12/31/2013,Re-Kill,9500000,0,0
4234,12/31/2013,Geograf globus propil,4000000,4454853,0
4677,12/31/2013,Independence Daysaster,1800000,0,0
4683,12/31/2013,Living Dark: The Story of Ted the Caver,1750000,0,0
4821,12/31/2013,The Wicked Within,1200000,0,0
4837,12/31/2013,The Vatican Exorcisms,1100000,0,0
4924,12/31/2013,Heli,1000000,552614,0
5024,12/31/2013,Treachery,625000,0,0
5100,12/31/2013,Bucky and the Squirrels,500000,0,0
5276,12/31/2013,Speak No Evil,150000,32927,0
5308,12/31/2013,Echo Dr.,100000,0,0
5352,12/31/2013,Paraphobia,30000,0,0
5118,01/07/14,Mutual Friends,450000,0,0
97,01/08/14,Guardians of the Galaxy,170000000,771100771,333172112
1795,01/08/14,Get on Up,30000000,33339868,30569935
2772,01/10/14,Men Women and Children,16000000,1705908,705908
827,1/17/2014,Jack Ryan: Shadow Recruit,60000000,131377412,50577412
1738,1/17/2014,The Nut Job,30000000,122529966,64251538
2013,1/17/2014,Ride Along,25000000,153733800,134202565
3731,1/17/2014,Devil's Due,7000000,36146087,15821461
748,1/24/2014,I Frankenstein,65000000,74575290,19075290
3778,1/28/2014,Snezhnaya koroleva,7000000,15206330,0
2618,1/31/2014,Labor Day,18000000,14189810,13371528
3610,1/31/2014,That Awkward Moment,8000000,53068955,26068955
3768,02/04/14,Dom Hemingway,7000000,1857458,523511
49,02/05/14,The Amazing Spider-Man 2,200000000,708996336,202853933
4460,02/05/14,Ida,2600000,15298355,3827060
5031,02/05/14,Water & Power,600000,42557,42557
1794,02/07/14,Deliver Us from Evil,30000000,87956618,30577122
2320,02/07/14,Tammy,20000000,93931360,84525432
3047,02/07/14,Earth to Echo,13000000,42174545,38934842
870,2/14/2014,Winter's Tale,60000000,22468620,12600231
2392,2/14/2014,Endless Love,20000000,34718173,23438250
3043,2/14/2014,About Last Night,13000000,50445860,48637684
543,2/21/2014,Pompeii,80000000,108469033,23169033
1910,2/21/2014,3 Days to Kill,28000000,38959900,30697999
1019,2/28/2014,Non-Stop,50000000,222383055,91742160
2237,2/28/2014,Son of God,22000000,70949793,59700064
4687,2/28/2014,The Lunchbox,1700000,12231500,4231500
3972,03/01/14,Paranormal Activity: The Marked Ones,5000000,86362372,32462372
768,03/10/14,Gone Girl,61000000,368567189,167767189
2753,03/10/14,Left Behind,16000000,20769209,14019924
3229,03/10/14,Drive Hard,12000000,0,0
3800,03/10/14,Annabelle,6500000,256873813,84273813
4759,03/10/14,La chambre bleue,1400000,1945420,260441
2826,03/12/14,Wild,15000000,52501541,37880356
705,3/14/2014,Need for Speed,66000000,194169619,43568507
3395,3/14/2014,Bad Words,10000000,7843145,7779614
3873,3/14/2014,Veronica Mars,6000000,3485383,3322127
5248,3/14/2014,The Word,200000,3648,3648
446,3/21/2014,Divergent,85000000,276014965,150947895
941,3/21/2014,Muppets Most Wanted,55000000,79312301,51178893
1998,3/21/2014,Blood Ties,26000000,2923959,42472
3438,3/21/2014,50 to 1,10000000,1069454,1069454
4822,3/21/2014,God’s Not Dead,1150000,63777092,60755732
5303,3/21/2014,Cheap Thrills,100000,59424,59424
222,3/28/2014,Noah,130000000,352831065,101200044
1605,3/28/2014,Sabotage,35000000,18376443,10508518
5173,3/28/2014,Locker 13,300000,3496,3496
4299,04/03/14,Wicked Blood,3500000,0,0
99,04/04/14,Captain America: The Winter Soldier,170000000,714401889,259746958
3028,04/04/14,Under the Skin,13300000,7229933,2614251
4141,04/09/14,Falcon Rising,4500000,11774,11774
3125,4/16/2014,Heaven is for Real,12000000,100919111,91386097
362,4/18/2014,Transcendence,100000000,103039258,23022309
4174,4/18/2014,A Haunted House 2,4000000,21206861,17329487
1303,4/25/2014,The Other Woman,40000000,195111193,83911193
1915,4/25/2014,Brick Mansions,28000000,73421224,20396829
5123,4/25/2014,Blue Ruin,420000,435168,258384
1641,05/09/14,Thunder and the House of Magic,34000000,10392666,4091
4519,05/09/14,Frontera,2300000,59696,59696
112,05/11/14,Interstellar,165000000,668913307,188017894
4082,05/12/14,Dying of the Light,5000000,0,0
120,5/16/2014,Godzilla,160000000,529076069,200676069
2061,5/16/2014,Million Dollar Arm,25000000,39217912,36447959
2768,5/16/2014,The Immigrant,16000000,7585011,2013456
48,5/23/2014,X-Men: Days of Future Past,200000000,747862775,233921534
1196,5/23/2014,Blended,45000000,127990741,46290741
73,5/30/2014,Maleficent,180000000,758536735,241407328
1348,5/30/2014,A Million Ways to Die in The West,40000000,86778557,42720965
1237,06/02/14,The Interview,44000000,12342632,6105175
82,06/06/14,Edge of Tomorrow,178000000,370541256,100206256
3122,06/06/14,The Fault in Our Stars,12000000,307166834,124872350
4149,06/06/14,Anna,4357373,1200000,0
4866,06/06/14,Obvious Child,1000000,3324070,3122616
5203,06/06/14,Test,250000,18823,18823
174,6/13/2014,How to Train Your Dragon 2,145000000,616102924,177002924
1004,6/13/2014,22 Jump Street,50000000,331333876,191719337
3583,6/13/2014,The Rover,8500000,3180252,1109199
4778,6/13/2014,Los insolitos peces gato,1300000,16653,11278
3557,6/17/2014,Beneath Hill 60,9000000,3440939,0
5304,6/19/2014,The Past is a Grotesque Animal,100000,20056,20056
1343,6/20/2014,Jersey Boys,40000000,65282732,47047013
2168,6/20/2014,Think Like a Man Too,24000000,70027933,65028687
4942,6/24/2014,A Fine Step,1000000,0,0
31,6/27/2014,Transformers: Age of Extinction,210000000,1104039076,245439076
1420,6/27/2014,Snowpiercer,40000000,88069880,4563029
3623,6/27/2014,Begin Again,8000000,68838736,16170632
4417,6/27/2014,They Came Together,3000000,82780,0
4938,07/01/14,Hidden Away,1000000,0,0
654,07/02/14,The Monuments Men,70000000,158702748,78031620
774,07/02/14,The Lego Movie,60000000,457729388,257784718
3488,07/02/14,Nurse 3D,10000000,0,0
176,07/03/14,Mr. Peabody & Sherman,145000000,269806430,111506430
292,07/03/14,300: Rise of an Empire,110000000,330780051,106580051
1697,07/03/14,The Grand Budapest Hotel,31000000,164350409,59076019
4213,07/03/14,The Face of Love,4000000,1158877,385069
109,07/11/14,Big Hero 6,165000000,652127828,222527828
2828,07/11/14,The Theory of Everything,15000000,123327692,35893537
3467,07/11/14,Elsa & Fred,10000000,109144,67657
4143,07/11/14,Fugly,4500000,0,0
1039,7/18/2014,Planes: Fire and Rescue,50000000,156399644,59157732
1353,7/18/2014,Sex Tape,40000000,126069509,38543473
3513,7/18/2014,The Purge: Anarchy,9000000,111534881,71562550
3871,7/18/2014,Wish I Was Here,6000000,6591365,3591299
4893,7/18/2014,I Origins,1000000,852399,336472
5284,7/18/2014,An American in Hollywood,125000,0,0
346,7/25/2014,Hercules,100000000,243388614,72688614
1283,7/25/2014,Lucy,40000000,457507776,126573960
2613,7/25/2014,And So It Goes,18000000,17360801,15160801
2867,7/25/2014,A Most Wanted Man,15000000,36068890,17237855
5317,7/25/2014,Happy Christmas,70000,30312,30312
4428,08/07/14,Point Blank,3000000,0,0
239,08/08/14,Teenage Mutant Ninja Turtles,125000000,485004754,191204754
1054,08/08/14,Into the Storm,50000000,156602194,47602194
2239,08/08/14,The Hundred-Foot Journey,22000000,94270488,54235441
5037,08/08/14,The Maid's Room,600000,0,0
2668,8/13/2014,Let’s Be Cops,17000000,136890774,82390774
357,8/15/2014,The Expendables 3,100000000,209461378,39322544
2047,8/15/2014,The Giver,25000000,55090374,45090374
4408,8/15/2014,Fort McCoy,3000000,78948,78948
5205,8/15/2014,Night Lights,250000,12848,12848
4080,8/18/2014,Henry & Me,5000000,0,0
750,8/22/2014,Sin City: A Dame to Kill For,65000000,39499349,13757804
2651,8/22/2014,The Prince,18000000,0,0
2842,8/22/2014,When the Game Stands Tall,15000000,30138912,30127963
3247,8/22/2014,If I Stay,11000000,78356170,50474843
5254,8/26/2014,Sanctuary,,,
2852,8/27/2014,The November Man,15000000,34820335,25018119
2518,8/29/2014,Dwegons and Leprechauns,20000000,0,0
3985,8/29/2014,As Above So Below,5000000,41824066,21222315
5000,8/29/2014,Il conformista,750000,59656,59656
683,09/05/14,Legends of Oz: Dorothy’s Return,70000000,20107933,8462347
2564,09/05/14,Neighbors,18000000,270944428,150086800
4019,09/05/14,Moms’ Night Out,5000000,10537341,10429707
4881,09/05/14,Palo Alto,1000000,1156309,767732
4639,09/09/14,A Funny Thing Happened on the Way to the Forum,2000000,0,0
4819,09/09/14,Cotton Comes to Harlem,1200000,0,0
1633,9/19/2014,The Maze Runner,34000000,348319861,102427862
1913,9/19/2014,A Walk Among the Tombstones,28000000,62108587,26017685
2368,9/19/2014,This is Where I Leave You,20000000,41296320,34296320
4391,9/19/2014,Tusk,3000000,1821983,1821983
4603,9/19/2014,Pump,2000000,72277,72277
4990,9/19/2014,Not Cool,800000,35688,35688
825,9/26/2014,The Boxtrolls,60000000,111946251,50837305
918,9/26/2014,The Equalizer,55000000,192903624,101530738
3481,9/26/2014,Plastic,10000000,552641,0
4058,9/26/2014,Jimi: All is By My Side,5000000,927074,340911
4703,9/26/2014,Two Night Stand,1600000,242443,15600
680,10/01/14,The Legend of Hercules,70000000,58953319,18848538
1284,10/01/14,Lone Survivor,40000000,149804632,125095601
2160,10/01/14,The Adventurer: The Curse of the Midas Box,25000000,0,0
2206,10/01/14,Her,23000000,48531242,25568251
4953,10/01/14,Banshee Chapter,950000,78122,0
5083,10/09/14,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822
660,10/10/14,Dracula Untold,70000000,220241723,55991880
1055,10/10/14,The Judge,50000000,76119388,47119388
1891,10/10/14,Alexander and the Terrible Horrible No Good Very Bad Day,28000000,101379287,66954149
2945,10/10/14,Automata,15000000,29050,0
3046,10/10/14,St. Vincent,13000000,54837234,44137712
3996,10/10/14,Addicted,5000000,17499242,17390770
4045,10/10/14,Kill the Messenger,5000000,6656705,2450846
4311,10/10/14,Whiplash,3300000,33474334,13092006
4563,10/10/14,Meet the Mormons,2000000,6049171,6047363
2068,10/12/14,The Gambler,25000000,38718031,33680992
516,10/17/2014,Fury,80000000,210253368,85755593
1049,10/17/2014,The Book of Life,50000000,97651543,50151543
1988,10/17/2014,The Best of Me,26000000,41059418,26766213
2585,10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094,42340598
4069,10/17/2014,Rudderless,5000000,567219,56001
4746,10/17/2014,Housebound,1500000,236863,0
4916,10/17/2014,Camp X-Ray,1000000,9837,9837
1768,10/24/2014,John Wick,30000000,76235001,43037835
3964,10/24/2014,Ouija,5000000,103683342,50856010
4887,10/24/2014,23 Blast,1000000,549185,549185
4429,10/27/2014,Iguana,3000000,0,0
2273,10/31/2014,Before I Go to Sleep,22000000,19563579,3242457
3571,10/31/2014,Nightcrawler,8500000,50334418,32381218
5175,10/31/2014,All You Need Is Love,300000,177507,0
4298,11/03/14,In the Name of the King III,3500000,0,0
4678,11/03/14,Against the Wild,1800000,0,0
220,11/04/14,Rio 2,130000000,493738435,131538435
2078,11/04/14,Draft Day,25000000,29276904,28842237
2632,11/04/14,The Railway Man,18000000,23910210,4438438
3974,11/04/14,Oculus,5000000,44115496,27695246
4214,11/04/14,Joe,4000000,373375,373375
5212,11/04/14,Jesus People,250000,0,0
100,11/07/14,Dawn of the Planet of the Apes,170000000,710644566,208545589
4170,11/07/14,Boyhood,4000000,57273049,25379975
4245,11/07/14,The Perfect Wave,4000000,0,0
5117,11/07/14,As It Is in Heaven,450000,13486,13486
4750,11/11/14,Once Upon a Time in Queens,1500000,0,0
1302,11/14/2014,Dumb and Dumber To,40000000,156553592,86208010
2652,11/14/2014,Wolves,18000000,0,0
2766,11/14/2014,The Homesman,16000000,3442853,2429989
3421,11/14/2014,Rosewater,10000000,3168858,3128941
3733,11/14/2014,Beyond the Lights,7000000,14618727,14618727
4513,11/14/2014,Always Woodstock,2400000,0,0
232,11/21/2014,The Hunger Games: Mockingjay - Part 1,125000000,766652288,337135885
4831,11/21/2014,The Sleepwalker,1100000,2636,2636
4958,11/21/2014,Food Chains,913000,0,0
210,11/26/2014,Penguins of Madagascar,132000000,367650911,83350911
1331,11/26/2014,Horrible Bosses 2,40000000,105945357,54445357
2800,11/28/2014,The Imitation Game,15000000,227773686,91125143
4894,11/28/2014,Antarctica: A Year on Ice,1000000,288757,288757
265,12/02/14,RoboCop,120000000,242981799,58607007
3668,12/08/14,Swelter,8000000,0,0
4955,12/08/14,Jesse,950000,0,0
1496,12/09/14,Dolphin Tale 2,36000000,57824533,42024533
3030,12/09/14,No Good Deed,13200000,54323210,52543632
3095,12/09/14,The Drop,12600000,19054534,10724389
4052,12/09/14,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690
4862,12/09/14,The Skeleton Twins,1000000,5797192,5284309
5046,12/09/14,Faith Connections,550000,9111,9111
5253,12/09/14,Archaeology of a Woman,200000,0,0
190,12/12/14,Exodus: Gods and Kings,140000000,268314513,65014513
2462,12/12/14,Inherent Vice,20000000,8692898,8110975
3157,12/12/14,Top Five,12000000,25514848,25317379
16,12/17/2014,The Hobbit: The Battle of the Five Armies,250000000,955119788,255119788
230,12/19/2014,Night at the Museum: Secret of the Tomb,127000000,356546621,113746621
723,12/19/2014,Annie,65000000,139840525,85911262
3004,12/19/2014,Mr. Turner,14000000,25187026,3958546
716,12/25/2014,Unbroken,65000000,163527824,115637895
882,12/25/2014,American Sniper,58000000,547326372,350126372
1010,12/25/2014,Into the Woods,50000000,203502372,128002372
3378,12/25/2014,Big Eyes,10000000,27317872,14482031
3475,12/26/2014,Barbecue,10000000,173613,388
1434,12/31/2014,Dragon Nest Warriors' Dawn,40000000,196090,0
2474,12/31/2014,A Most Violent Year,20000000,6071433,5749134
4415,12/31/2014,Demonic,3000000,4668109,0
4637,12/31/2014,Lucky Dog,2000000,0,0
4762,12/31/2014,Kurmanjan datka,1400000,0,0
4764,12/31/2014,House at the End of the Drive,1400000,0,0
4941,12/31/2014,Doc Holliday's Revenge,1000000,0,0
4945,12/31/2014,Bang Bang Baby,1000000,0,0
4967,12/31/2014,40 Weeks,900000,0,0
5005,12/31/2014,Destiny,750000,450,0
5022,12/31/2014,The Hadza: Last of the First,650000,0,0
5038,12/31/2014,Light from the Darkroom,600000,0,0
5092,12/31/2014,America Is Still The Place,500000,0,0
5096,12/31/2014,Diamond Rufff,500000,0,0
5099,12/31/2014,Fight to the Finish,500000,0,0
5106,12/31/2014,The Sound and the Shadow,500000,0,0
5119,12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,0
5138,12/31/2014,Pancakes,400000,0,0
5215,12/31/2014,Horse Camp,250000,0,0
5257,12/31/2014,H.,200000,0,0
5307,12/31/2014,Dude Where's My Dog,100000,0,0
5338,12/31/2014,The Image Revolution,50000,0,0
5347,12/31/2014,Happy 40th,35000,0,0
5364,12/31/2014,Dry Spell,22000,0,0
5371,12/31/2014,Stories of Our Lives,15000,0,0
3255,01/04/15,Woman in Gold,11000000,56758138,33307793
10,01/05/15,Avengers: Age of Ultron,250000000,1404705868,459005868
129,01/07/15,Terminator: Genisys,155000000,440160956,89760956
2952,01/07/15,Magic Mike XXL,14500000,123709460,66013057
2947,01/09/15,Broken Horses,15000000,3471,0
3787,01/09/15,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0
4302,01/09/15,Lords of London,3440000,0,0
5337,01/09/15,Run Hide Die,50000,0,0
5359,01/09/15,Backmask,25000,428923,0
1857,01/12/15,Grace of Monaco,30000000,25199891,0
4646,01/12/15,Shark Lake,2000000,0,0
5104,01/12/15,Brooklyn Bizarre,500000,0,0
5362,01/12/15,Dutch Kills,25000,0,0
4084,1/13/2015,Capricorn One,5000000,0,0
4790,1/13/2015,Da Sweet Blood of Jesus,1250000,0,0
684,1/16/2015,Blackhat,70000000,19548419,7889395
926,1/16/2015,Paddington,55000000,259541430,76223578
2200,1/16/2015,The Wedding Ringer,23000000,80171596,64460211
3993,1/16/2015,Still Alice,5000000,41699612,18656400
3558,1/20/2015,Veronika Decides to Die,9000000,2243,0
4316,1/20/2015,The Opposite Sex,3300000,40262,0
875,1/23/2015,Mortdecai,60000000,30396134,7696134
3895,1/23/2015,Song One,6000000,32544,32251
3938,1/23/2015,R100,5500000,24956,24956
4091,1/23/2015,Mommy,4900000,17561100,3498695
4167,1/23/2015,The Boy Next Door,4000000,52819253,35423380
4081,1/27/2015,Born of War,5000000,0,0
1853,1/30/2015,Wild Card,30000000,929157,3200
3161,1/30/2015,Project Almanac,12000000,32248241,22348241
3521,1/30/2015,Black or White,9000000,21571189,21571189
3776,1/30/2015,Trudno byt bogom,7000000,35919,31443
4221,1/30/2015,Guten Tag Ramon,4000000,4854356,154356
4774,1/30/2015,Above and Beyond,1300000,288751,288751
311,02/10/15,The Martian,108000000,663851905,228433663
1118,02/10/15,Shanghai,50000000,15505922,46425
3767,02/10/15,Freeheld,7000000,1732228,546201
386,2/13/2015,Kingsman: The Secret Service,94000000,404561724,128261724
1279,2/13/2015,Fifty Shades of Grey,40000000,570998101,166167230
4597,2/13/2015,The Last Five Years,2000000,147299,147299
4751,2/13/2015,Girlhouse,1500000,0,0
4912,2/13/2015,Hits,1000000,15156,15156
2679,2/20/2015,McFarland USA,17000000,45707924,44480275
2993,2/20/2015,Hot Tub Time Machine 2,14000000,12452601,12314651
3570,2/20/2015,The DUFF,8500000,43528634,34030343
3669,2/24/2015,Green Street Hooligans: Underground,8000000,0,0
3697,2/24/2015,Outside Bet,7500000,13524,0
5039,2/24/2015,Irreplaceable,600000,0,0
5216,2/24/2015,Give Me Shelter,250000,0,0
733,2/27/2015,Focus,65000000,154362963,53862963
3978,2/27/2015,The Lazarus Effect,5000000,35341814,25801570
4229,2/27/2015,Praia do Futuro,4000000,760678,20620
5260,2/27/2015,Butterfly Girl,180000,17503,17503
4820,03/02/15,Bleeding Hearts,1200000,0,0
5214,03/02/15,UnDivided,250000,0,0
4309,03/03/15,To Write Love On Her Arms,3400000,0,0
4956,03/03/15,Ask Me Anything,950000,0,0
59,03/04/15,Furious 7,190000000,1516748684,351032910
1790,03/06/15,Entourage,30000000,46225326,32363404
4503,03/07/15,Stung,2500000,0,0
370,3/13/2015,Cinderella,95000000,534551353,201151353
1085,3/13/2015,Run All Night,50000000,66961644,26461644
1630,3/13/2015,The Lovers,35000000,11106,0
3471,3/13/2015,Hross i oss,10000000,11894,11894
4549,3/13/2015,It Follows,2000000,20649774,14674077
5016,3/13/2015,Walter,700000,0,0
2001,3/17/2015,Accidental Love,26000000,135436,0
4427,3/17/2015,Something Wicked,3000000,0,0
4631,3/17/2015,The Lady from Shanghai,2000000,0,0
5309,3/17/2015,Closure,100000,0,0
288,3/20/2015,The Divergent Series: Insurgent,110000000,295279072,130179072
1409,3/20/2015,The Gunman,40000000,13644292,10664749
3410,3/20/2015,Danny Collins,10000000,7501132,5637066
4516,3/20/2015,Do You Believe?,2300000,14305540,12985600
4641,3/20/2015,The Walking Deceased,2000000,0,0
5206,3/24/2015,Along the Roadside,250000,3234,0
5311,3/25/2015,Open Secret,100000,0,0
216,3/27/2015,Home,130000000,386069390,177397510
1298,3/27/2015,Get Hard,40000000,106511453,90411453
3396,3/27/2015,While We're Young,10000000,13423176,7582065
5139,3/31/2015,Viskningar och rop,400000,0,0
5336,04/08/15,Bending Steel,50000,0,0
754,04/09/15,Tian jiang xiong shi,65000000,122519874,74070
2260,04/09/15,The Transporter Refueled,22000000,69698495,16029670
4411,04/09/15,Before We Go,3000000,379161,37151
5264,04/09/15,Heroes of Dirt,175000,0,0
3252,04/11/15,Brooklyn,11000000,62076141,38322743
2821,04/12/15,Krampus,15000000,61788393,42725475
3676,4/14/2015,Loin des hommes,7700000,1080428,5336
5095,4/14/2015,Roadside,500000,0,0
4521,4/15/2015,The Toxic Avenger Part II,2300000,0,0
1115,4/17/2015,Child 44,50000000,3434330,1224330
1450,4/17/2015,Paul Blart: Mall Cop 2,38000000,107597242,71038190
4752,4/17/2015,Closer to the Moon,1500000,0,0
4843,4/17/2015,Unfriended,1000000,62561449,32482090
5274,4/17/2015,Antarctic Edge: 70º South,150000,7193,7193
4648,4/21/2015,The Marine 4,1950000,0,0
5361,4/21/2015,Ten,25000,0,0
5367,4/21/2015,The Front Man,20000,0,0
1770,4/24/2015,The Age of Adaline,30000000,69057415,42629776
2002,4/24/2015,The Face of an Angel,26000000,0,0
2153,4/24/2015,Yi ge ren de wu lin,25000000,129115,129115
2230,4/24/2015,The Water Diviner,22500000,30864649,4200117
2471,4/24/2015,Little Boy,20000000,17684355,6485961
4653,4/24/2015,Brotherly Love,1900000,478595,478595
2941,05/05/15,A Few Best Men,15000000,17224539,0
3939,05/05/15,Miss Julie,5500000,863895,0
4968,05/05/15,Le bonheur d'Elza,900000,0,0
717,05/06/15,Spy!,65000000,233125712,110825712
1854,05/06/15,United Passions,30000000,168832,918
2955,05/06/15,Freedom,14500000,565801,0
3315,05/06/15,Insidious Chapter 3,10000000,120678444,52218558
4300,05/06/15,Dawn Patrol,3500000,0,0
2092,05/08/15,Shaun the Sheep,25000000,101937062,19375982
153,5/15/2015,Mad Max: Fury Road,150000000,370742166,153636354
1864,5/15/2015,Pitch Perfect 2,29000000,287130801,183785415
3698,5/15/2015,Pound of Flesh,7500000,0,0
4072,5/15/2015,Area 51,5000000,7556,7556
4921,5/15/2015,Childless,1000000,1036,1036
3489,5/19/2015,Into the Grizzly Maze,10000000,0,0
5381,5/19/2015,Family Motocross,10000,0,0
105,5/22/2015,Tomorrowland,170000000,207283457,93436322
1544,5/22/2015,Poltergeist,35000000,95825125,47425125
3661,5/22/2015,Aloft,8000000,53086,53086
5034,5/22/2015,Drunk Wedding,600000,3301,3301
4753,5/26/2015,Mutant World,1500000,0,0
285,5/29/2015,San Andreas,110000000,469590832,155190832
1488,5/29/2015,Aloha,37000000,24935799,21052030
2514,5/29/2015,Survivor,20000000,774905,0
80,06/02/15,Jupiter Ascending,179000000,181982519,47482519
381,06/02/15,Seventh Son,95000000,110623265,17223265
616,06/02/15,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,162994032
4426,06/02/15,Enter the Dangerous Mind,3000000,0,0
1121,06/03/15,Chappie,49000000,105002056,31569268
1608,06/03/15,Unfinished Business,35000000,12819501,10219501
3332,06/03/15,The Second Best Exotic Marigold Hotel,10000000,90384306,33078266
4741,06/03/15,Road Hard,1500000,113169,113169
4540,06/10/15,The Timber,2100000,0,0
4,06/11/15,Spectre,300000000,879620923,200074175
367,06/11/15,The Peanuts Movie,99000000,250474038,130178411
2347,06/11/15,Spotlight,20000000,92217729,45055776
84,6/19/2015,Inside Out,175000000,853707581,356461711
3729,6/19/2015,Dope,7000000,18190831,17506470
4223,6/19/2015,Manglehorn,4000000,797439,132270
5236,6/19/2015,The Overnight,200000,1165996,1109808
5102,6/23/2015,Crossroads,500000,0,0
691,6/26/2015,Ted 2,68000000,217022588,81284830
2348,6/26/2015,Max,20000000,43658157,42656255
2711,6/26/2015,Escobar: Paradise Lost,17000000,1973945,195792
4782,6/26/2015,The Algerian,1300000,0,0
2000,6/30/2015,Viy,26000000,34246770,0
4606,07/04/15,Lost River,2000000,45431,45431
4835,07/04/15,Silent Running,1100000,0,0
5313,07/07/15,Tiger Orange,100000,0,0
267,07/08/15,Fantastic Four,120000000,167117548,56117548
2594,07/08/15,Ricki and the Flash,18000000,41148679,26822144
3967,07/08/15,The Gift,5000000,58978653,43787265
4583,07/08/15,The Diary of a Teenage Girl,2000000,2279959,1477002
215,7/17/2015,Ant-Man,130000000,518602163,180202163
1519,7/17/2015,Trainwreck,35000000,140949327,110038130
5315,7/17/2015,Dawn of the Crescent Moon,75000,8799,8799
3490,7/21/2015,American Heist,10000000,0,0
414,7/24/2015,Pixels,90000000,244126300,78747585
1757,7/24/2015,Southpaw,30000000,94207861,52421953
3083,7/24/2015,The Vatican Tapes,13000000,14999638,1784763
3145,7/24/2015,Paper Towns,12000000,85512300,32000304
5093,7/24/2015,The Outrageous Sophie Tucker,500000,0,0
1698,7/29/2015,Vacation,31000000,100655892,58884188
147,7/31/2015,Mission: Impossible—Rogue Nation,150000000,700868363,195042377
